BOROUGH,LATITUDE,LONGITUDE,NTA
MANHATTAN,40.73976,-73.990874,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.725789,-74.005773,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.790503,-73.96792,Upper West Side
MANHATTAN,40.76357,-73.963623,Lenox Hill-Roosevelt Island
MANHATTAN,40.714055,-74.011612,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.739384,-73.997514,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.771922,-73.990216,Lincoln Square
MANHATTAN,40.760231,-73.980172,Midtown-Midtown South
STATEN ISLAND,40.514811,-74.236572,Charleston-Richmond Valley-Tottenville
MANHATTAN,40.74487,-73.989693,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.721095,-73.993723,Chinatown
MANHATTAN,40.780026,-73.956811,Upper East Side-Carnegie Hill
MANHATTAN,40.754817,-73.989984,Midtown-Midtown South
QUEENS,40.7139,-73.778683,Jamaica Estates-Holliswood
BROOKLYN,40.687261,-73.974093,Fort Greene
MANHATTAN,40.720717,-73.974895,Lower East Side
MANHATTAN,40.751831,-73.994651,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.813586,-73.939644,Central Harlem North-Polo Grounds
MANHATTAN,40.755683,-73.966566,Turtle Bay-East Midtown
MANHATTAN,40.7537,-73.988638,Midtown-Midtown South
BROOKLYN,40.680596,-73.908289,Ocean Hill
MANHATTAN,40.811289,-73.940029,Central Harlem North-Polo Grounds
MANHATTAN,40.730842,-73.991402,West Village
MANHATTAN,40.772545,-73.982176,Lincoln Square
MANHATTAN,40.812973,-73.938196,Central Harlem North-Polo Grounds
MANHATTAN,40.784797,-73.970256,Upper West Side
MANHATTAN,40.786761,-73.950289,East Harlem South
BROOKLYN,40.702194,-73.9406,Bushwick South
MANHATTAN,40.716786,-73.995711,Chinatown
MANHATTAN,40.753025,-73.971862,Turtle Bay-East Midtown
MANHATTAN,40.781501,-73.946545,Yorkville
MANHATTAN,40.747515,-73.982763,Midtown-Midtown South
MANHATTAN,40.756777,-73.963345,Turtle Bay-East Midtown
MANHATTAN,40.748607,-73.978104,Murray Hill-Kips Bay
MANHATTAN,40.753681,-73.964549,Turtle Bay-East Midtown
MANHATTAN,40.785428,-73.969634,Upper West Side
MANHATTAN,40.742324,-73.999069,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.75778,-73.96572,Turtle Bay-East Midtown
MANHATTAN,40.781635,-73.95269,Upper East Side-Carnegie Hill
MANHATTAN,40.751123,-73.988844,Midtown-Midtown South
MANHATTAN,40.74768,-73.984799,Midtown-Midtown South
MANHATTAN,40.77878,-73.979942,Lincoln Square
MANHATTAN,40.811593,-73.938494,Central Harlem North-Polo Grounds
MANHATTAN,40.764394,-73.965579,Upper East Side-Carnegie Hill
MANHATTAN,40.767096,-73.966737,Upper East Side-Carnegie Hill
MANHATTAN,40.776063,-73.951499,Yorkville
MANHATTAN,40.750027,-73.984365,Midtown-Midtown South
MANHATTAN,40.767724,-73.967657,Upper East Side-Carnegie Hill
MANHATTAN,40.780719,-73.960563,Upper East Side-Carnegie Hill
MANHATTAN,40.75466,-73.971598,Turtle Bay-East Midtown
MANHATTAN,40.762873,-73.973724,Midtown-Midtown South
MANHATTAN,40.75482,-73.964541,Turtle Bay-East Midtown
BRONX,40.838327,-73.860639,Parkchester
MANHATTAN,40.761701,-73.963075,Lenox Hill-Roosevelt Island
MANHATTAN,40.76337,-73.9906,Clinton
BRONX,40.851812,-73.904121,Mount Hope
MANHATTAN,40.751601,-73.97645,Murray Hill-Kips Bay
MANHATTAN,40.752613,-73.987389,Midtown-Midtown South
MANHATTAN,40.779414,-73.957249,Upper East Side-Carnegie Hill
QUEENS,40.732805,-73.860517,Rego Park
MANHATTAN,40.733521,-73.995414,West Village
MANHATTAN,40.731114,-74.008577,West Village
MANHATTAN,40.746261,-73.983399,Midtown-Midtown South
MANHATTAN,40.74572,-73.983991,Midtown-Midtown South
MANHATTAN,40.739071,-73.998755,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.757333,-73.980187,Midtown-Midtown South
BRONX,40.880462,-73.88164,Norwood
MANHATTAN,40.770803,-73.95507,Lenox Hill-Roosevelt Island
MANHATTAN,40.749266,-73.980338,Murray Hill-Kips Bay
MANHATTAN,40.77185,-73.959571,Upper East Side-Carnegie Hill
MANHATTAN,40.750648,-73.985798,Midtown-Midtown South
BROOKLYN,40.687723,-73.978336,Fort Greene
MANHATTAN,40.745623,-73.995254,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.791631,-73.966717,Upper West Side
MANHATTAN,40.737882,-73.988749,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.79363,-73.971429,Upper West Side
MANHATTAN,40.764817,-73.958168,Lenox Hill-Roosevelt Island
BROOKLYN,40.684695,-73.957367,Clinton Hill
QUEENS,40.735716,-73.850833,Forest Hills
MANHATTAN,40.766971,-73.962639,Upper East Side-Carnegie Hill
BROOKLYN,40.704465,-73.988293,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.739576,-73.988871,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.745741,-73.999567,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.781792,-73.953066,Upper East Side-Carnegie Hill
MANHATTAN,40.734671,-73.99654,West Village
MANHATTAN,40.731424,-73.992509,West Village
BROOKLYN,40.692986,-73.937427,Stuyvesant Heights
MANHATTAN,40.777462,-73.950783,Yorkville
MANHATTAN,40.73921,-73.982008,Gramercy
MANHATTAN,40.744785,-73.989491,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.749575,-73.995355,Midtown-Midtown South
MANHATTAN,40.747431,-73.989519,Midtown-Midtown South
MANHATTAN,40.737696,-73.992397,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.787659,-73.967611,Upper West Side
BROOKLYN,40.705676,-73.945513,East Williamsburg
MANHATTAN,40.739691,-73.989423,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.762988,-73.987791,Clinton
MANHATTAN,40.762621,-73.973128,Midtown-Midtown South
MANHATTAN,40.740485,-73.978998,Murray Hill-Kips Bay
MANHATTAN,40.774627,-73.978164,Lincoln Square
MANHATTAN,40.750733,-73.986,Midtown-Midtown South
MANHATTAN,40.730886,-73.99313,West Village
MANHATTAN,40.72748,-74.00548,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.762501,-73.976868,Midtown-Midtown South
MANHATTAN,40.730925,-73.995364,West Village
MANHATTAN,40.705843,-74.008516,Battery Park City-Lower Manhattan
MANHATTAN,40.769514,-73.982122,Lincoln Square
MANHATTAN,40.709709,-74.01656,Battery Park City-Lower Manhattan
QUEENS,40.745961,-73.956823,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,40.73584,-73.98955,Gramercy
MANHATTAN,40.817344,-73.953384,Manhattanville
MANHATTAN,40.741451,-73.975201,Murray Hill-Kips Bay
MANHATTAN,40.733979,-73.989897,West Village
MANHATTAN,40.72619,-73.991291,East Village
MANHATTAN,40.797011,-73.960791,Upper West Side
MANHATTAN,40.7293,-73.993513,West Village
MANHATTAN,40.760141,-73.969343,Turtle Bay-East Midtown
MANHATTAN,40.781948,-73.981512,Upper West Side
MANHATTAN,40.739279,-73.989726,Hudson Yards-Chelsea-Flatiron-Union Square
QUEENS,40.596319,-73.784654,Hammels-Arverne-Edgemere
MANHATTAN,40.772721,-73.961629,Upper East Side-Carnegie Hill
BRONX,40.825724,-73.864015,Soundview-Bruckner
BRONX,40.881712,-73.906808,Spuyten Duyvil-Kingsbridge
BRONX,40.881995,-73.921164,Spuyten Duyvil-Kingsbridge
MANHATTAN,40.76723,-73.958672,Lenox Hill-Roosevelt Island
MANHATTAN,40.756959,-73.979025,Midtown-Midtown South
MANHATTAN,40.730443,-73.982544,East Village
MANHATTAN,40.744914,-73.987116,Midtown-Midtown South
MANHATTAN,40.738398,-73.987666,Gramercy
BRONX,40.826048,-73.923102,West Concourse
MANHATTAN,40.775929,-73.961168,Upper East Side-Carnegie Hill
MANHATTAN,40.731808,-73.993473,West Village
MANHATTAN,40.76995,-73.964681,Upper East Side-Carnegie Hill
MANHATTAN,40.74485,-73.982977,Midtown-Midtown South
QUEENS,40.724769,-73.851893,Forest Hills
QUEENS,40.793952,-73.79719,Whitestone
BROOKLYN,40.668425,-73.984745,Park Slope-Gowanus
BROOKLYN,40.693669,-73.984194,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.752808,-73.990923,Midtown-Midtown South
MANHATTAN,40.716619,-73.997226,Chinatown
MANHATTAN,40.736978,-73.980832,Gramercy
MANHATTAN,40.751912,-73.983091,Midtown-Midtown South
BRONX,40.875884,-73.832862,Co-op City
MANHATTAN,40.706146,-74.016873,Battery Park City-Lower Manhattan
MANHATTAN,40.788098,-73.978419,Upper West Side
MANHATTAN,40.797662,-73.971438,Upper West Side
MANHATTAN,40.740081,-73.994843,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.734243,-73.990896,West Village
MANHATTAN,40.786982,-73.953604,Upper East Side-Carnegie Hill
MANHATTAN,40.757534,-73.970965,Turtle Bay-East Midtown
MANHATTAN,40.745313,-74.000617,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.744747,-73.989354,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.742065,-73.994818,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.759212,-73.99451,Clinton
MANHATTAN,40.777224,-73.959366,Upper East Side-Carnegie Hill
MANHATTAN,40.783345,-73.958752,Upper East Side-Carnegie Hill
MANHATTAN,40.741096,-73.990603,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.773844,-73.950223,Yorkville
MANHATTAN,40.708115,-74.008768,Battery Park City-Lower Manhattan
MANHATTAN,40.745667,-74.003338,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,40.69412,-73.991832,Brooklyn Heights-Cobble Hill
MANHATTAN,40.768146,-73.956834,Lenox Hill-Roosevelt Island
MANHATTAN,40.755854,-73.980516,Midtown-Midtown South
MANHATTAN,40.778072,-73.95873,Upper East Side-Carnegie Hill
MANHATTAN,40.787884,-73.977582,Upper West Side
MANHATTAN,40.779286,-73.947175,Yorkville
MANHATTAN,40.804698,-73.963947,Morningside Heights
MANHATTAN,40.748655,-73.988097,Midtown-Midtown South
MANHATTAN,40.717771,-73.983795,Lower East Side
MANHATTAN,40.767077,-73.983755,Clinton
MANHATTAN,40.801798,-73.935371,East Harlem North
MANHATTAN,40.747195,-73.995193,Midtown-Midtown South
MANHATTAN,40.784243,-73.953042,Upper East Side-Carnegie Hill
MANHATTAN,40.736976,-73.990452,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.733287,-73.989327,East Village
QUEENS,40.706367,-73.794337,Jamaica
MANHATTAN,40.724321,-73.998864,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.774633,-73.95814,Upper East Side-Carnegie Hill
MANHATTAN,40.793946,-73.963036,Upper West Side
MANHATTAN,40.734065,-73.999762,West Village
MANHATTAN,40.715828,-74.003539,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.746532,-73.976036,Murray Hill-Kips Bay
MANHATTAN,40.705892,-74.007181,Battery Park City-Lower Manhattan
MANHATTAN,40.749658,-74.000956,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.766851,-73.966943,Upper East Side-Carnegie Hill
MANHATTAN,40.741641,-73.981112,Gramercy
MANHATTAN,40.755472,-73.969948,Turtle Bay-East Midtown
MANHATTAN,40.781937,-73.979494,Upper West Side
MANHATTAN,40.75341,-73.964751,Turtle Bay-East Midtown
MANHATTAN,40.708782,-74.007196,Battery Park City-Lower Manhattan
MANHATTAN,40.778624,-73.979527,Lincoln Square
MANHATTAN,40.797489,-73.936856,East Harlem North
MANHATTAN,40.78265,-73.959594,Upper East Side-Carnegie Hill
MANHATTAN,40.755979,-73.996571,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.773313,-73.952862,Yorkville
BROOKLYN,40.69499,-73.994987,Brooklyn Heights-Cobble Hill
MANHATTAN,40.717007,-73.980268,Lower East Side
MANHATTAN,40.713281,-74.01282,Battery Park City-Lower Manhattan
MANHATTAN,40.736949,-73.993754,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.740902,-73.992003,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.840121,-73.937531,Washington Heights South
MANHATTAN,40.756924,-73.969976,Turtle Bay-East Midtown
MANHATTAN,40.751983,-73.967538,Turtle Bay-East Midtown
MANHATTAN,40.751473,-73.970119,Turtle Bay-East Midtown
MANHATTAN,40.737424,-73.992599,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.764872,-73.966713,Upper East Side-Carnegie Hill
MANHATTAN,40.754244,-73.973994,Turtle Bay-East Midtown
MANHATTAN,40.775509,-73.946102,Yorkville
MANHATTAN,40.834288,-73.947919,Washington Heights South
MANHATTAN,40.727905,-73.994667,West Village
MANHATTAN,40.788359,-73.950862,East Harlem South
MANHATTAN,40.747582,-73.990324,Midtown-Midtown South
BRONX,40.883243,-73.83332,Co-op City
MANHATTAN,40.757891,-73.961948,Turtle Bay-East Midtown
MANHATTAN,40.731556,-73.992827,West Village
MANHATTAN,40.750518,-73.985487,Midtown-Midtown South
MANHATTAN,40.787205,-73.954091,East Harlem South
MANHATTAN,40.748417,-73.994222,Midtown-Midtown South
MANHATTAN,40.755741,-73.978358,Midtown-Midtown South
MANHATTAN,40.757586,-73.982125,Midtown-Midtown South
MANHATTAN,40.736065,-73.991098,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.76526,-73.969524,Upper East Side-Carnegie Hill
MANHATTAN,40.760693,-73.968552,Turtle Bay-East Midtown
BRONX,40.848528,-73.846593,Van Nest-Morris Park-Westchester Square
BRONX,40.813316,-73.909512,Mott Haven-Port Morris
MANHATTAN,40.718866,-74.010844,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.767988,-73.96048,Lenox Hill-Roosevelt Island
MANHATTAN,40.756898,-73.990023,Midtown-Midtown South
MANHATTAN,40.753183,-73.984184,Midtown-Midtown South
MANHATTAN,40.774916,-73.982785,Lincoln Square
MANHATTAN,40.768502,-73.969505,Upper East Side-Carnegie Hill
MANHATTAN,40.772343,-73.992155,Lincoln Square
MANHATTAN,40.750744,-73.986072,Midtown-Midtown South
MANHATTAN,40.737259,-73.97416,Murray Hill-Kips Bay
MANHATTAN,40.780878,-73.946441,Yorkville
MANHATTAN,40.726827,-73.99558,West Village
MANHATTAN,40.757083,-73.966013,Turtle Bay-East Midtown
MANHATTAN,40.742066,-73.974757,Murray Hill-Kips Bay
BRONX,40.904666,-73.906298,North Riverdale-Fieldston-Riverdale
MANHATTAN,40.757512,-73.960576,Turtle Bay-East Midtown
MANHATTAN,40.773665,-73.983684,Lincoln Square
MANHATTAN,40.767228,-73.968423,Upper East Side-Carnegie Hill
BROOKLYN,40.699412,-73.99582,Brooklyn Heights-Cobble Hill
MANHATTAN,40.786769,-73.972866,Upper West Side
MANHATTAN,40.755421,-73.98653,Midtown-Midtown South
MANHATTAN,40.754078,-73.979935,Midtown-Midtown South
MANHATTAN,40.796348,-73.972002,Upper West Side
BRONX,40.841585,-73.86104,Parkchester
MANHATTAN,40.779974,-73.957335,Upper East Side-Carnegie Hill
MANHATTAN,40.75582,-73.977065,Midtown-Midtown South
MANHATTAN,40.759665,-73.973783,Midtown-Midtown South
MANHATTAN,40.782107,-73.959988,Upper East Side-Carnegie Hill
MANHATTAN,40.769481,-73.98088,Lincoln Square
MANHATTAN,40.745492,-73.982515,Midtown-Midtown South
MANHATTAN,40.735859,-73.993245,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.791623,-73.978115,Upper West Side
MANHATTAN,40.708173,-74.006464,Battery Park City-Lower Manhattan
BROOKLYN,40.57448,-73.997372,Seagate-Coney Island
MANHATTAN,40.775832,-73.958832,Upper East Side-Carnegie Hill
MANHATTAN,40.713099,-74.013062,Battery Park City-Lower Manhattan
MANHATTAN,40.708445,-74.006886,Battery Park City-Lower Manhattan
MANHATTAN,40.76768,-73.966336,Upper East Side-Carnegie Hill
MANHATTAN,40.774779,-73.952432,Yorkville
MANHATTAN,40.742278,-73.982714,Gramercy
MANHATTAN,40.751723,-73.980716,Murray Hill-Kips Bay
MANHATTAN,40.747121,-73.99119,Midtown-Midtown South
MANHATTAN,40.755704,-73.972445,Turtle Bay-East Midtown
MANHATTAN,40.763117,-73.969641,Upper East Side-Carnegie Hill
BRONX,40.877177,-73.861649,Williamsbridge-Olinville
MANHATTAN,40.745405,-73.984662,Midtown-Midtown South
MANHATTAN,40.749717,-73.985567,Midtown-Midtown South
BRONX,40.830314,-73.920785,East Concourse-Concourse Village
MANHATTAN,40.763592,-73.961703,Lenox Hill-Roosevelt Island
MANHATTAN,40.768632,-73.993368,Clinton
MANHATTAN,40.762885,-73.958075,Lenox Hill-Roosevelt Island
BROOKLYN,40.689033,-73.984228,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.745342,-73.990487,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.762616,-73.977146,Midtown-Midtown South
BRONX,40.824628,-73.860866,Soundview-Castle Hill-Clason Point-Harding Park
MANHATTAN,40.775412,-73.950005,Yorkville
MANHATTAN,40.787519,-73.978835,Upper West Side
MANHATTAN,40.802359,-73.949425,Central Harlem South
MANHATTAN,40.704959,-74.011902,Battery Park City-Lower Manhattan
MANHATTAN,40.762843,-73.973655,Midtown-Midtown South
MANHATTAN,40.743383,-73.990004,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.77671,-73.977102,Lincoln Square
MANHATTAN,40.774542,-73.957927,Upper East Side-Carnegie Hill
QUEENS,40.737458,-73.863022,Corona
MANHATTAN,40.739405,-73.984808,Gramercy
BRONX,40.835897,-73.859701,Parkchester
MANHATTAN,40.743324,-73.983695,Murray Hill-Kips Bay
MANHATTAN,40.747414,-73.986091,Midtown-Midtown South
MANHATTAN,40.724743,-73.997341,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.744717,-73.989325,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.753979,-73.979997,Midtown-Midtown South
MANHATTAN,40.748116,-73.980598,Murray Hill-Kips Bay
MANHATTAN,40.757259,-73.960735,Turtle Bay-East Midtown
MANHATTAN,40.784254,-73.954797,Upper East Side-Carnegie Hill
MANHATTAN,40.769036,-73.964898,Upper East Side-Carnegie Hill
BROOKLYN,40.69494,-73.986387,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
QUEENS,40.741537,-73.88367,Elmhurst
MANHATTAN,40.714807,-74.005764,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.765561,-73.978019,Midtown-Midtown South
MANHATTAN,40.71002,-74.012408,Battery Park City-Lower Manhattan
MANHATTAN,40.807387,-73.936695,East Harlem North
MANHATTAN,40.798752,-73.961729,Upper West Side
MANHATTAN,40.75227,-73.987454,Midtown-Midtown South
MANHATTAN,40.751902,-73.970704,Turtle Bay-East Midtown
MANHATTAN,40.741567,-73.979921,Murray Hill-Kips Bay
MANHATTAN,40.776193,-73.984984,Lincoln Square
MANHATTAN,40.795594,-73.975784,Upper West Side
MANHATTAN,40.780337,-73.984102,Lincoln Square
MANHATTAN,40.743511,-73.982573,Murray Hill-Kips Bay
MANHATTAN,40.729113,-73.997507,West Village
MANHATTAN,40.714387,-74.003773,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.800839,-73.966637,Morningside Heights
MANHATTAN,40.785512,-73.950113,Upper East Side-Carnegie Hill
MANHATTAN,40.760948,-73.960989,Lenox Hill-Roosevelt Island
BROOKLYN,40.709915,-73.968525,North Side-South Side
MANHATTAN,40.742534,-73.984641,Gramercy
MANHATTAN,40.760103,-73.983973,Midtown-Midtown South
MANHATTAN,40.765298,-73.982051,Midtown-Midtown South
MANHATTAN,40.754943,-73.972586,Turtle Bay-East Midtown
MANHATTAN,40.708769,-74.005136,Battery Park City-Lower Manhattan
BROOKLYN,40.697534,-73.989946,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.7453,-73.980512,Murray Hill-Kips Bay
MANHATTAN,40.796716,-73.972598,Upper West Side
MANHATTAN,40.774532,-73.981818,Lincoln Square
MANHATTAN,40.74955,-73.971571,Turtle Bay-East Midtown
BRONX,40.887136,-73.904077,Spuyten Duyvil-Kingsbridge
MANHATTAN,40.738387,-73.991895,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.782575,-73.956922,Upper East Side-Carnegie Hill
MANHATTAN,40.772045,-73.951957,Yorkville
MANHATTAN,40.753359,-73.968783,Turtle Bay-East Midtown
MANHATTAN,40.750916,-73.984556,Midtown-Midtown South
BROOKLYN,40.606976,-73.990013,Bensonhurst West
MANHATTAN,40.764824,-73.962716,Lenox Hill-Roosevelt Island
BRONX,40.881931,-73.919747,Spuyten Duyvil-Kingsbridge
MANHATTAN,40.764124,-73.961013,Lenox Hill-Roosevelt Island
MANHATTAN,40.790011,-73.978455,Upper West Side
MANHATTAN,40.752978,-73.991327,Midtown-Midtown South
BRONX,40.844479,-73.911464,Mount Hope
MANHATTAN,40.809872,-73.965054,Morningside Heights
MANHATTAN,40.853867,-73.939268,Washington Heights North
MANHATTAN,40.732917,-74.002201,West Village
MANHATTAN,40.720145,-74.010552,SoHo-TriBeCa-Civic Center-Little Italy
BROOKLYN,40.696625,-73.983162,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.762135,-73.974562,Midtown-Midtown South
BROOKLYN,40.68342,-73.984081,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.705522,-74.006929,Battery Park City-Lower Manhattan
MANHATTAN,40.748771,-73.98935,Midtown-Midtown South
MANHATTAN,40.78243,-73.976594,Upper West Side
QUEENS,40.745615,-73.957162,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,40.734075,-73.989067,East Village
BROOKLYN,40.675242,-73.924931,Crown Heights North
MANHATTAN,40.753973,-73.980538,Midtown-Midtown South
MANHATTAN,40.741786,-73.995933,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.754531,-73.987086,Midtown-Midtown South
MANHATTAN,40.777663,-73.959499,Upper East Side-Carnegie Hill
BROOKLYN,40.695268,-73.976232,Fort Greene
MANHATTAN,40.745096,-73.992133,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.711396,-73.996187,Chinatown
MANHATTAN,40.75402,-73.968461,Turtle Bay-East Midtown
MANHATTAN,40.752709,-73.990731,Midtown-Midtown South
MANHATTAN,40.786377,-73.950567,East Harlem South
MANHATTAN,40.785296,-73.980457,Upper West Side
MANHATTAN,40.764246,-73.97486,Midtown-Midtown South
MANHATTAN,40.746885,-74.002234,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.705634,-74.009378,Battery Park City-Lower Manhattan
MANHATTAN,40.75859,-73.968759,Turtle Bay-East Midtown
MANHATTAN,40.808238,-73.964444,Morningside Heights
MANHATTAN,40.764138,-73.961089,Lenox Hill-Roosevelt Island
MANHATTAN,40.784412,-73.97525,Upper West Side
MANHATTAN,40.752034,-73.991053,Midtown-Midtown South
MANHATTAN,40.741089,-73.976836,Murray Hill-Kips Bay
MANHATTAN,40.746712,-73.986383,Midtown-Midtown South
MANHATTAN,40.766397,-73.962524,Lenox Hill-Roosevelt Island
MANHATTAN,40.739433,-73.990351,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,40.691989,-73.98056,Fort Greene
MANHATTAN,40.742562,-73.994089,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.730073,-73.986585,East Village
BRONX,40.857424,-73.846963,Pelham Parkway
BROOKLYN,40.692085,-73.983135,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.739118,-73.993274,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.773308,-73.961051,Upper East Side-Carnegie Hill
